CCL,AAL,PYPL,BABA,KO,SBRCY,YNDX,MPC,JWN,MRNA,LIN,GOOG,MSFT,AAPL,BP,T,ZM,FB,TWTR
"8,489999771118164","9,390000343322754","92,38999938964844","187,11000061035156","42,39850997924805","8,942938804626465","32,380001068115234","18,934200286865234","13,050000190734863","34,84000015258789","159,48060607910156","1097,8800048828125","152,28250122070312","59,888275146484375","22,984933853149414","25,592876434326172","128,1999969482422","154,17999267578125","23,09000015258789"
"12,420000076293945","12,510000228881836","105,83999633789062","196,3699951171875","47,399658203125","9,82437801361084","36,13999938964844","24,19160270690918","21,31999969482422","31,860000610351562","186,38365173339844","1211,449951171875","163,47872924804688","66,4821548461914","23,152299880981445","28,640535354614258","124,51000213623047","175,19000244140625","27,770000457763672"
"12,5600004196167","11,569999694824219","111,8499984741211","209,5","46,490360260009766","9,53974723815918","36,619998931884766","24,021705627441406","18,799999237060547","46,849998474121094","185,46885681152344","1283,25","176,80331420898438","70,15617370605469","21,785478591918945","29,618562698364258","150,05999755859375","179,24000549316406","26,700000762939453"
"11,90999984741211","10,3100004196167","120,18000030517578","204,36000061035156","43,946250915527344","9,291842460632324","36,0","24,314306259155273","17,84000015258789","50,5","178,50454711914062","1279,31005859375","172,7940673828125","70,19834899902344","21,7482852935791","28,176992416381836","158,8000030517578","190,07000732421875","28,739999771118164"
"13,930000305175781","10,640000343322754","120,61000061035156","194,47999572753906","44,11069869995117","9,411203384399414","37,40999984741211","27,5990047454834","17,65999984741211","47,93000030517578","177,38316345214844","1320,6099853515625","172,81385803222656","71,71163177490234","21,227590560913086","28,35719108581543","138,55999755859375","202,27000427246094","27,84000015258789"
"14,210000038146973","10,140000343322754","144,9600067138672","201,19000244140625","44,60404586791992","9,741743087768555","40,7400016784668","31,176298141479492","18,030000686645508","59,25","185,33116149902344","1388,3699951171875","182,8221435546875","76,93612670898438","22,343364715576172","28,252866744995117","155,39999389648438","212,35000610351562","29,93000030517578"
"12,779999732971191","9,039999961853027","145,50999450683594","203,67999267578125","41,84712600708008","9,172480583190918","38,9900016784668","28,59951400756836","16,3700008392334","66,69000244140625","179,6062469482422","1373,18994140625","181,3174285888672","76,54241180419922","20,83401107788086","26,84922981262207","174,8300018310547","210,8800048828125","29,0"
"14,460000038146973","9,699999809265137","150,86000061035156","199,6999969482422","43,55931854248047","9,677472114562988","40,2599983215332","33,57375717163086","15,65999984741211","69,0","187,75096130371094","1410,4200439453125","181,66392517089844","79,32343292236328","21,94159507751465","28,338220596313477","171,05999755859375","234,91000366210938","32,619998931884766"
"15,739999771118164","10,5","155,00999450683594","207,38999938964844","45,15542984008789","10,50382137298584","40,22999954223633","33,72760009765625","16,1299991607666","61,5","199,03350830078125","1428,9200439453125","181,91177368164062","79,08712005615234","22,094362258911133","29,267654418945312","179,47999572753906","225,08999633789062","30,969999313354492"
"21,510000228881836","18,59000015258789","156,0","219,5500030517578","47,48672103881836","11,743346214294434","42,31999969482422","39,889556884765625","22,6200008392334","58,189998626708984","217,6640167236328","1438,3900146484375","185,83291625976562","82,46015167236328","26,457855224609375","31,0791015625","207,60000610351562","230,77000427246094","34,869998931884766"
"19,979999542236328","16,739999771118164","155,25999450683594","217,63999938964844","44,11069869995117","11,036358833312988","42,18000030517578","35,14811325073242","17,6299991607666","62,0","199,57656860351562","1413,1800537109375","186,3689727783203","84,27600860595703","23,631610870361328","28,92622947692871","219,52000427246094","228,5800018310547","33,400001525878906"
"17,829999923706055","16,0","164,36000061035156","220,63999938964844","44,92141342163086","10,825180053710938","45,619998931884766","36,65501403808594","17,06999969482422","66,3499984741211","205,61508178710938","1431,719970703125","193,724853515625","86,99234771728516","22,600414276123047","28,74603271484375","243,47999572753906","238,7899932861328","33,40999984741211"
"15,779999732971191","12,380000114440918","170,8699951171875","215,7100067138672","42,529903411865234","10,641546249389648","49,029998779296875","33,94835662841797","14,6899995803833","61,279998779296875","204,39947509765625","1359,9000244140625","194,896240234375","87,96495056152344","21,731534957885742","27,579500198364258","256,79998779296875","216,0800018310547","29,049999237060547"
"15,880000114440918","12,5","177,2100067138672","223,60000610351562","43,80862808227539","10,926177978515625","50,119998931884766","34,62022018432617","15,5","58,56999969482422","218,67047119140625","1464,699951171875","204,7537384033203","90,57183837890625","22,352163314819336","28,52790069580078","261,739990234375","233,4199981689453","30,8700008392334"
"16,15999984741211","11,9399995803833","178,39999389648438","261,010009765625","44,07218551635742","10,981267929077148","51,33000183105469","34,744998931884766","15,760000228881836","62,61000061035156","223,30557250976562","1541,739990234375","212,109619140625","95,4398422241211","21,44508934020996","28,575321197509766","275,8699951171875","245,07000732421875","35,400001525878906"
"15,470000267028809","11,90999984741211","173,9199981689453","247,13999938964844","45,70231628417969","10,733363151550293","54,7400016784668","36,405460357666016","15,069999694824219","94,8499984741211","239,76071166992188","1515,550048828125","201,39840698242188","95,84529876708984","22,199392318725586","29,187402725219727","246,5399932861328","242,02999877929688","35,810001373291016"
"14,800000190734863","11,390000343322754","172,55999755859375","249,0","47,33245086669922","11,054720878601074","56,220001220703125","37,14451599121094","15,0600004196167","73,20999908447266","241,2135009765625","1511,8699951171875","199,82997131347656","92,15138244628906","21,89385414123535","28,53129005432129","246,55999755859375","230,7100067138672","37,540000915527344"
"13,880000114440918","11,119999885559082","196,07000732421875","251,02000427246094","46,1122932434082","10,944540977478027","57,540000915527344","36,664608001708984","13,6899995803833","74,0999984741211","242,24134826660156","1482,9599609375","203,51284790039062","105,72808837890625","21,044069290161133","28,540939331054688","253,91000366210938","253,6699981689453","36,400001525878906"
"14,220000267028809","13,029999732971191","198,6300048828125","252,10000610351562","46,6589241027832","11,275080680847168","59,15999984741211","35,196102142333984","16,0","74,0999984741211","242,43899536132812","1494,489990234375","210,92831420898438","110,55630493164062","21,94159507751465","28,965484619140625","258,7300109863281","268,44000244140625","37,13999938964844"
