[0.0322103],"0,03068443687113212","0,033736158135566546","0,11839380860328674"
[-0.03159275],"-0,0332766587299004","-0,029908849934229355","0,13928091526031494"
[0.02545461],"0,02466414097675384","0,026245088740911283","0,06335893273353577"
[0.00725424],"0,00662229562216031","0,007886174420126197","0,05073064938187599"
[-0.00431104],"-0,004757038915431308","-0,0038650416072728813","0,036578305065631866"
[0.01366127],"0,012917344891799526","0,01440519621118313","0,05730012431740761"
[0.00024697],"-0,0003184832699560694","0,000812425143328164","0,04679079353809357"
[0.06194166],"0,06102149232070575","0,06286181857501642","0,07970943301916122"
[0.03317975],"0,03126596649866451","0,035093523939594105","0,14920808374881744"
[0.06071728],"0,05885054710726572","0,0625840171788164","0,14624027907848358"
[0.00082599],"0,0002640136380981543","0,0013879573442091395","0,046668849885463715"
[-0.0080011],"-0,008462418581377336","-0,007539782325870894","0,03643173724412918"
[0.02971278],"0,029203366265637153","0,030222188449935745","0,04079065099358559"
[0.01131085],"0,010862073694177705","0,011759633106605563","0,03694756329059601"
[0.00222233],"0,0016465808122703139","0,0027980799196021997","0,04525972902774811"
[0.01467514],"0,013826166824955927","0,015524116354166253","0,06764720380306244"
[-0.00293168],"-0,0033474852160080247","-0,002515877152780819","0,03373933583498001"
[-0.18354392],"-0,18461875630737992","-0,18246907505862367","0,09485571086406708"
[-0.00772235],"-0,00833609631841276","-0,007108600802838139","0,0535234659910202"
[-0.08826317],"-0,08912122315904009","-0,08740512654321786","0,08002541959285736"
